DANH MỤC SẢN PHẨM & GIÁ - BẾP YÊU THƯƠNG,,,,,,,,,,,,,,,,,,,,,HÌNH ẢNH & MENU
STT,DANH MỤC SẢN PHẨM,PHÂN LOẠI,SẢN PHẨM,MÔ TẢ SẢN PHẨM,SẢN PHẨM DÀNH CHO AI,LƯU Ý KHI DÙNG SẢN PHẨM,BẢO QUẢN,GIÁ BÁN LẺ,GIÁ MUA GOM 5 NGƯỜI,GIÁ MUA GOM 10 NGƯỜI,GIÁ MUA GOM > 15 NGƯỜI,GIÁ MUA TRONG THẺ MEMBERSHIP,GIÁ GÓI 7 NGÀY,GIÁ GÓI 14 NGÀY,GIÁ GÓI 21 NGÀY,GIÁ GÓI THÁNG,QUÀ TẶNG KÈM (NẾU CÓ),CHÍNH SÁCH THU CHAI (NẾU CÓ),ĐÓNG GÓI VẬN CHUYỂN,Ghi chú,HÌNH ẢNH NHIỀU SẢN PHẨM,HÌNH ẢNH 1 SẢN PHẨM,POSTER KÈM GIÁ,POSTER MENU,HOA HỒNG SALE / SẢN PHẨM,HOA HỒNG LEADER / SẢN PHẨM
1.0,Ginger Shot,,Ginger Shot Vàng,"Shot gừng tươi cô đặc dung tích nhỏ, dùng theo ngụm nhanh. Gừng, chanh vàng, dứa và tiêu xay; vị vàng tươi, cay ấm, chua ngọt rõ, phù hợp để khởi động buổi sáng. Sản phẩm tập trung vào trải nghiệm ấm bụng, tỉnh vị, tiện mang theo và dễ đưa vào routine buổi sáng.",Người đã quen vị gừng/cay nhẹ; dân văn phòng cần thức uống nhỏ gọn buổi sáng; người muốn giảm đồ uống ngọt nhiều đường và bắt đầu ngày mới bằng một shot rau củ quả tươi.,"Không nên uống khi bụng quá đói nếu dạ dày nhạy cảm, trào ngược, viêm/loét dạ dày hoặc không hợp vị cay nóng. Người dùng thuốc chống đông, có rối loạn đông máu, sỏi mật, thai kỳ/cho con bú hoặc dị ứng gừng/tiêu/cam chanh cần hỏi chuyên gia. Không dùng để thay thuốc hay thay bữa.","Bảo quản lạnh 0–4°C, dùng tốt nhất trong 24–48 giờ theo HSD trên nhãn. Lắc nhẹ trước khi uống; mở nắp nên dùng hết trong một lần. Không để ở nhiệt độ phòng lâu, tránh ánh nắng và nguồn nhiệt.",35000.0,30000.0,25000.0,20000.0,-,210000,392000,525000,630000,Mua gói 1 tháng tặng thêm 2 shot tùy chọn vị để thử,Thu 5 set chai cũ đổi được 1 set mới cùng vị,Túi bạc giữ nhiệt + túi giấy
2.0,,,Ginger Shot Xanh,"Shot gừng tươi cô đặc dung tích nhỏ, dùng theo ngụm nhanh. Gừng phối dưa leo/táo xanh, cần tây, dứa và tiêu xay; vị xanh mát, cay nhẹ, hậu vị thanh. Sản phẩm tập trung vào trải nghiệm ấm bụng, tỉnh vị, tiện mang theo và dễ đưa vào routine buổi sáng.",Người đã quen vị gừng/cay nhẹ; dân văn phòng cần thức uống nhỏ gọn buổi sáng; người muốn giảm đồ uống ngọt nhiều đường và bắt đầu ngày mới bằng một shot rau củ quả tươi.,"Không nên uống khi bụng quá đói nếu dạ dày nhạy cảm, trào ngược, viêm/loét dạ dày hoặc không hợp vị cay nóng. Người dùng thuốc chống đông, có rối loạn đông máu, sỏi mật, thai kỳ/cho con bú hoặc dị ứng gừng/tiêu/cam chanh cần hỏi chuyên gia. Không dùng để thay thuốc hay thay bữa.","Bảo quản lạnh 0–4°C, dùng tốt nhất trong 24–48 giờ theo HSD trên nhãn. Lắc nhẹ trước khi uống; mở nắp nên dùng hết trong một lần. Không để ở nhiệt độ phòng lâu, tránh ánh nắng và nguồn nhiệt.",35000.0,30000.0,25000.0,20000.0,-,210000,392000,525000,630000,Mua gói 1 tháng tặng thêm 2 shot tùy chọn vị để thử,Thu 5 set chai cũ đổi được 1 set mới cùng vị,Túi bạc giữ nhiệt + túi giấy
3.0,,,Ginger Shot Cam,"Shot gừng tươi cô đặc dung tích nhỏ, dùng theo ngụm nhanh. Gừng phối cam/chanh, dứa, nghệ và tiêu xay; vị cam vàng ấm, thơm nghệ, chua ngọt cân bằng. Sản phẩm tập trung vào trải nghiệm ấm bụng, tỉnh vị, tiện mang theo và dễ đưa vào routine buổi sáng.",Người đã quen vị gừng/cay nhẹ; dân văn phòng cần thức uống nhỏ gọn buổi sáng; người muốn giảm đồ uống ngọt nhiều đường và bắt đầu ngày mới bằng một shot rau củ quả tươi.,"Không nên uống khi bụng quá đói nếu dạ dày nhạy cảm, trào ngược, viêm/loét dạ dày hoặc không hợp vị cay nóng. Người dùng thuốc chống đông, có rối loạn đông máu, sỏi mật, thai kỳ/cho con bú hoặc dị ứng gừng/tiêu/cam chanh cần hỏi chuyên gia. Không dùng để thay thuốc hay thay bữa.","Bảo quản lạnh 0–4°C, dùng tốt nhất trong 24–48 giờ theo HSD trên nhãn. Lắc nhẹ trước khi uống; mở nắp nên dùng hết trong một lần. Không để ở nhiệt độ phòng lâu, tránh ánh nắng và nguồn nhiệt.",35000.0,30000.0,25000.0,20000.0,-,210000,392000,525000,630000,Mua gói 1 tháng tặng thêm 2 shot tùy chọn vị để thử,Thu 5 set chai cũ đổi được 1 set mới cùng vị,Túi bạc giữ nhiệt + túi giấy
4.0,,,Ginger Shot Đỏ,"Shot gừng tươi cô đặc dung tích nhỏ, dùng theo ngụm nhanh. Gừng phối củ dền, chanh, táo và tiêu xay; màu đỏ tự nhiên, vị ấm cay xen ngọt dịu. Sản phẩm tập trung vào trải nghiệm ấm bụng, tỉnh vị, tiện mang theo và dễ đưa vào routine buổi sáng.",Người đã quen vị gừng/cay nhẹ; dân văn phòng cần thức uống nhỏ gọn buổi sáng; người muốn giảm đồ uống ngọt nhiều đường và bắt đầu ngày mới bằng một shot rau củ quả tươi.,"Không nên uống khi bụng quá đói nếu dạ dày nhạy cảm, trào ngược, viêm/loét dạ dày hoặc không hợp vị cay nóng. Người dùng thuốc chống đông, có rối loạn đông máu, sỏi mật, thai kỳ/cho con bú hoặc dị ứng gừng/tiêu/cam chanh cần hỏi chuyên gia. Không dùng để thay thuốc hay thay bữa.","Bảo quản lạnh 0–4°C, dùng tốt nhất trong 24–48 giờ theo HSD trên nhãn. Lắc nhẹ trước khi uống; mở nắp nên dùng hết trong một lần. Không để ở nhiệt độ phòng lâu, tránh ánh nắng và nguồn nhiệt.",35000.0,30000.0,25000.0,20000.0,-,210000,392000,525000,630000,Mua gói 1 tháng tặng thêm 2 shot tùy chọn vị để thử,Thu 5 set chai cũ đổi được 1 set mới cùng vị,Túi bạc giữ nhiệt + túi giấy
5.0,,,Ginger Shot Hồng,"Shot gừng tươi cô đặc dung tích nhỏ, dùng theo ngụm nhanh. Gừng phối táo, thanh long đỏ hoặc lựu và chanh vàng; sắc hồng đẹp, vị trái cây mềm hơn nhưng vẫn có độ ấm của gừng. Sản phẩm tập trung vào trải nghiệm ấm bụng, tỉnh vị, tiện mang theo và dễ đưa vào routine buổi sáng.",Người đã quen vị gừng/cay nhẹ; dân văn phòng cần thức uống nhỏ gọn buổi sáng; người muốn giảm đồ uống ngọt nhiều đường và bắt đầu ngày mới bằng một shot rau củ quả tươi.,"Không nên uống khi bụng quá đói nếu dạ dày nhạy cảm, trào ngược, viêm/loét dạ dày hoặc không hợp vị cay nóng. Người dùng thuốc chống đông, có rối loạn đông máu, sỏi mật, thai kỳ/cho con bú hoặc dị ứng gừng/tiêu/cam chanh cần hỏi chuyên gia. Không dùng để thay thuốc hay thay bữa.","Bảo quản lạnh 0–4°C, dùng tốt nhất trong 24–48 giờ theo HSD trên nhãn. Lắc nhẹ trước khi uống; mở nắp nên dùng hết trong một lần. Không để ở nhiệt độ phòng lâu, tránh ánh nắng và nguồn nhiệt.",35000.0,30000.0,25000.0,20000.0,-,210000,392000,525000,630000,Mua gói 1 tháng tặng thêm 2 shot tùy chọn vị để thử,Thu 5 set chai cũ đổi được 1 set mới cùng vị,Túi bạc giữ nhiệt + túi giấy
6.0,Detox NGŨ GIAI DƯỠNG THÂN,Chạm lành Tam thanh,,"Combo/lộ trình đồ uống 3 chai/ngày gồm rau củ quả tươi theo cấp độ của BYT. Gói trải nghiệm cấp độ nhẹ với các vị thanh, dễ tiếp cận; phù hợp để khách làm quen trước khi chọn gói dài hơn. Nội dung cụ thể nên đi kèm phiếu lịch dùng, thứ tự chai và hướng dẫn bữa ăn nhẹ nếu có.",Người muốn bắt đầu ăn lành/uống sạch có hướng dẫn; khách cần giảm bớt đồ ăn dầu mỡ/ngọt trong vài ngày; người muốn trải nghiệm đồ uống tươi theo combo thay vì mua lẻ.,"Dùng đúng lịch BYT tư vấn, không tự kéo dài hoặc dùng thay toàn bộ bữa ăn khi chưa có lộ trình phù hợp. Người có bệnh nền, tiểu đường/hạ đường huyết, dạ dày nhạy cảm, rối loạn ăn uống, đang mang thai/cho con bú hoặc đang dùng thuốc nên hỏi chuyên gia trước khi theo gói nhiều ngày.","Sản phẩm thuộc nhóm đồ uống tươi: giữ lạnh 0–4°C trong toàn bộ quá trình nhận và dùng. Uống theo thứ tự/lịch trên phiếu hướng dẫn; chai đã mở nên dùng hết ngay. Không dùng nếu chai phồng nắp, tách mùi chua lạ hoặc để ngoài nhiệt độ phòng quá lâu.",156000.0,-,-,-,-,-,-,-,-,-,-,"Túi vải giữ nhiệt, Thùng carton + đá khô, Túi bạc giữ nhiệt + thùng xốp, Túi bạc giữ nhiệt + túi giấy"
7.0,,Chạm lành Lục sắc,,"Combo/lộ trình đồ uống 6 chai/ngày rau củ quả tươi theo cấp độ của BYT. Gói trải nghiệm nhiều màu rau củ quả hơn, tạo cảm giác đa dạng vị và giúp khách dễ chọn nhóm vị hợp cơ thể. Nội dung cụ thể nên đi kèm phiếu lịch dùng, thứ tự chai và hướng dẫn bữa ăn nhẹ nếu có.",Người muốn bắt đầu ăn lành/uống sạch có hướng dẫn; khách cần giảm bớt đồ ăn dầu mỡ/ngọt trong vài ngày; người muốn trải nghiệm đồ uống tươi theo combo thay vì mua lẻ.,"Dùng đúng lịch BYT tư vấn, không tự kéo dài hoặc dùng thay toàn bộ bữa ăn khi chưa có lộ trình phù hợp. Người có bệnh nền, tiểu đường/hạ đường huyết, dạ dày nhạy cảm, rối loạn ăn uống, đang mang thai/cho con bú hoặc đang dùng thuốc nên hỏi chuyên gia trước khi theo gói nhiều ngày.","Sản phẩm thuộc nhóm đồ uống tươi: giữ lạnh 0–4°C trong toàn bộ quá trình nhận và dùng. Uống theo thứ tự/lịch trên phiếu hướng dẫn; chai đã mở nên dùng hết ngay. Không dùng nếu chai phồng nắp, tách mùi chua lạ hoặc để ngoài nhiệt độ phòng quá lâu.",282000.0,-,-,-,-,-,-,-,-,-,-,"Túi vải giữ nhiệt, Thùng carton + đá khô, Túi bạc giữ nhiệt + thùng xốp, Túi bạc giữ nhiệt + túi giấy"
8.0,,Thanh thể Nhẹ bụng,,"Combo/lộ trình đồ uống rau củ quả tươi theo cấp độ của BYT. Gói đồ uống tươi hướng tới cảm giác nhẹ bụng, giảm nạp đồ ăn nặng trong thời gian ngắn, phù hợp dùng theo lịch có hướng dẫn. Nội dung cụ thể nên đi kèm phiếu lịch dùng, thứ tự chai và hướng dẫn bữa ăn nhẹ nếu có.",Người muốn bắt đầu ăn lành/uống sạch có hướng dẫn; khách cần giảm bớt đồ ăn dầu mỡ/ngọt trong vài ngày; người muốn trải nghiệm đồ uống tươi theo combo thay vì mua lẻ.,"Dùng đúng lịch BYT tư vấn, không tự kéo dài hoặc dùng thay toàn bộ bữa ăn khi chưa có lộ trình phù hợp. Người có bệnh nền, tiểu đường/hạ đường huyết, dạ dày nhạy cảm, rối loạn ăn uống, đang mang thai/cho con bú hoặc đang dùng thuốc nên hỏi chuyên gia trước khi theo gói nhiều ngày.","Sản phẩm thuộc nhóm đồ uống tươi: giữ lạnh 0–4°C trong toàn bộ quá trình nhận và dùng. Uống theo thứ tự/lịch trên phiếu hướng dẫn; chai đã mở nên dùng hết ngay. Không dùng nếu chai phồng nắp, tách mùi chua lạ hoặc để ngoài nhiệt độ phòng quá lâu.",900000.0,895000.0,890000.0,885000.0,-,-,-,-,-,x,"Đối với chai thủy tinh, thu đủ 50 chai được đổi 1 chai nước ép hoặc nhận 1 cốc thủy tinh/bình giữ nhiệt tự chọn","Túi vải giữ nhiệt, Thùng carton + đá khô, Túi bạc giữ nhiệt + thùng xốp, Túi bạc giữ nhiệt + túi giấy"
9.0,,Hòa vị An nhiên,,"Combo/lộ trình đồ uống rau củ quả tươi theo cấp độ của BYT. Gói cân bằng vị, tập trung trải nghiệm êm dịu cho hệ tiêu hóa và nhịp ăn uống, phù hợp người cần lộ trình nhẹ nhàng hơn. Nội dung cụ thể nên đi kèm phiếu lịch dùng, thứ tự chai và hướng dẫn bữa ăn nhẹ nếu có.",Người muốn bắt đầu ăn lành/uống sạch có hướng dẫn; khách cần giảm bớt đồ ăn dầu mỡ/ngọt trong vài ngày; người muốn trải nghiệm đồ uống tươi theo combo thay vì mua lẻ.,"Dùng đúng lịch BYT tư vấn, không tự kéo dài hoặc dùng thay toàn bộ bữa ăn khi chưa có lộ trình phù hợp. Người có bệnh nền, tiểu đường/hạ đường huyết, dạ dày nhạy cảm, rối loạn ăn uống, đang mang thai/cho con bú hoặc đang dùng thuốc nên hỏi chuyên gia trước khi theo gói nhiều ngày.","Sản phẩm thuộc nhóm đồ uống tươi: giữ lạnh 0–4°C trong toàn bộ quá trình nhận và dùng. Uống theo thứ tự/lịch trên phiếu hướng dẫn; chai đã mở nên dùng hết ngay. Không dùng nếu chai phồng nắp, tách mùi chua lạ hoặc để ngoài nhiệt độ phòng quá lâu.",1490000.0,1480000.0,1470000.0,1460000.0,-,-,-,-,-,,"Đối với chai thủy tinh, thu đủ 50 chai được đổi 1 chai nước ép hoặc nhận 1 cốc thủy tinh/bình giữ nhiệt tự chọn","Túi vải giữ nhiệt, Thùng carton + đá khô, Túi bạc giữ nhiệt + thùng xốp, Túi bạc giữ nhiệt + túi giấy"
10.0,,Dưỡng nguyên Tươi nhuận,,"Combo/lộ trình đồ uống rau củ quả tươi theo cấp độ của BYT. Gói lộ trình dài hơn, phối nhiều nhóm đồ uống tươi để duy trì cảm giác tươi mát, đủ nước và hỗ trợ thói quen ăn uống lành mạnh. Nội dung cụ thể nên đi kèm phiếu lịch dùng, thứ tự chai và hướng dẫn bữa ăn nhẹ nếu có.",Người muốn bắt đầu ăn lành/uống sạch có hướng dẫn; khách cần giảm bớt đồ ăn dầu mỡ/ngọt trong vài ngày; người muốn trải nghiệm đồ uống tươi theo combo thay vì mua lẻ.,"Dùng đúng lịch BYT tư vấn, không tự kéo dài hoặc dùng thay toàn bộ bữa ăn khi chưa có lộ trình phù hợp. Người có bệnh nền, tiểu đường/hạ đường huyết, dạ dày nhạy cảm, rối loạn ăn uống, đang mang thai/cho con bú hoặc đang dùng thuốc nên hỏi chuyên gia trước khi theo gói nhiều ngày.","Sản phẩm thuộc nhóm đồ uống tươi: giữ lạnh 0–4°C trong toàn bộ quá trình nhận và dùng. Uống theo thứ tự/lịch trên phiếu hướng dẫn; chai đã mở nên dùng hết ngay. Không dùng nếu chai phồng nắp, tách mùi chua lạ hoặc để ngoài nhiệt độ phòng quá lâu.",5790000.0,5780000.0,5770000.0,5760000.0,-,-,-,-,-,,"Đối với chai thủy tinh, thu đủ 50 chai được đổi 1 chai nước ép hoặc nhận 1 cốc thủy tinh/bình giữ nhiệt tự chọn","Túi vải giữ nhiệt, Thùng carton + đá khô, Túi bạc giữ nhiệt + thùng xốp, Túi bạc giữ nhiệt + túi giấy"
