LỊCH ĐĂNG BÀI NHÓM ZALO: MUA GOM GIÁ TỐT
Ngày,Tuần,STT bài / ngày,Khung giờ,Pillar,Chủ đề cụ thể,Mục tiêu,Template ID,Form mẫu tin nhắn,Prompt generate ảnh poster,Nguồn nội dung,Ghi chú,Trạng thái,Owner
Ngày 1,Tuần 1,1.0,09:00,Deal gom 3 người,Mở kèo gom nhóm 3 người: sữa hạt Giọt Lành,Kích hoạt gom nhanh,DEAL_GOM,"[GOM NHÓM GIÁ TỐT] Mở kèo gom nhóm 3 người: sữa hạt Giọt Lành
• Gom nhóm: [3/5/10] người
• Giá lẻ: [giá lẻ] → đủ nhóm còn: [giá gom]/người
• Hiện có: [đã có]/[mục tiêu] người
• Chốt gom lúc: [giờ/ngày]
Comment ""GOM + số lượng + tòa/khu"" để giữ suất.","Tạo poster Zalo 1:1 cho nhóm ""Mua gom giá tốt"", chủ đề ""Mở kèo gom nhóm 3 người: sữa hạt Giọt Lành"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Bảng deal gom,,Chưa đăng
Ngày 1,Tuần 1,2.0,11:00,Deal gom 5 người,Tăng kèo gom nhóm 5 người: sữa hạt Giọt Lành,Tăng số lượng,DEAL_GOM,"[GOM NHÓM GIÁ TỐT] Tăng kèo gom nhóm 5 người: sữa hạt Giọt Lành
• Gom nhóm: [3/5/10] người
• Giá lẻ: [giá lẻ] → đủ nhóm còn: [giá gom]/người
• Hiện có: [đã có]/[mục tiêu] người
• Chốt gom lúc: [giờ/ngày]
Comment ""GOM + số lượng + tòa/khu"" để giữ suất.","Tạo poster Zalo 1:1 cho nhóm ""Mua gom giá tốt"", chủ đề ""Tăng kèo gom nhóm 5 người: sữa hạt Giọt Lành"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Bảng deal gom,,Chưa đăng
Ngày 1,Tuần 1,3.0,13:30,So sánh giá gom,So sánh giá lẻ vs giá gom nhóm 3/5/10: sữa hạt Giọt Lành,Tạo lý do rủ thêm,COMPARISON,"[SO SÁNH TIẾT KIỆM] So sánh giá lẻ vs giá gom nhóm 3/5/10: sữa hạt Giọt Lành
• Mua lẻ: [giá]
• Mua theo gói/gom/thẻ: [giá]
• Tiết kiệm dự kiến: [số tiền/%]
Kết luận: phù hợp với [tệp khách]. Comment ""TÍNH"" để admin tính giúp.","Tạo poster Zalo 1:1 cho ""So sánh giá lẻ vs giá gom nhóm 3/5/10: sữa hạt Giọt Lành"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Bảng giá,,Chưa đăng
Ngày 1,Tuần 1,4.0,15:00,Deal gom 10 người,Kèo gom lớn nhóm 10 người: sữa hạt Giọt Lành,Tạo đơn lớn,DEAL_GOM,"[GOM NHÓM GIÁ TỐT] Kèo gom lớn nhóm 10 người: sữa hạt Giọt Lành
• Gom nhóm: [3/5/10] người
• Giá lẻ: [giá lẻ] → đủ nhóm còn: [giá gom]/người
• Hiện có: [đã có]/[mục tiêu] người
• Chốt gom lúc: [giờ/ngày]
Comment ""GOM + số lượng + tòa/khu"" để giữ suất.","Tạo poster Zalo 1:1 cho nhóm ""Mua gom giá tốt"", chủ đề ""Kèo gom lớn nhóm 10 người: sữa hạt Giọt Lành"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Bảng deal gom,,Chưa đăng
Ngày 1,Tuần 1,5.0,19:30,Nhắc chốt + feedback,Chốt gom cuối ngày còn thiếu người để chốt: sữa hạt Giọt Lành,Hoàn tất nhóm gom,REMINDER,"[NHẮC CHỐT] Chốt gom cuối ngày còn thiếu người để chốt: sữa hạt Giọt Lành
Còn [số lượng/suất] trước giờ chốt [giờ].
Ai đã đặt kiểm tra lại: [tên/số lượng/khu].
Ai muốn thêm comment ""THÊM + số lượng"" trước [giờ].","Tạo poster Zalo 1:1 cho ""Chốt gom cuối ngày còn thiếu người để chốt: sữa hạt Giọt Lành"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách gom,,Chưa đăng
Ngày 2,Tuần 1,1.0,09:00,Deal gom 3 người,Mở kèo gom nhóm 3 người: set Ban Mai ăn sáng,Kích hoạt gom nhanh,DEAL_GOM,"[GOM NHÓM GIÁ TỐT] Mở kèo gom nhóm 3 người: set Ban Mai ăn sáng
• Gom nhóm: [3/5/10] người
• Giá lẻ: [giá lẻ] → đủ nhóm còn: [giá gom]/người
• Hiện có: [đã có]/[mục tiêu] người
• Chốt gom lúc: [giờ/ngày]
Comment ""GOM + số lượng + tòa/khu"" để giữ suất.","Tạo poster Zalo 1:1 cho nhóm ""Mua gom giá tốt"", chủ đề ""Mở kèo gom nhóm 3 người: set Ban Mai ăn sáng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Bảng deal gom,,Chưa đăng
Ngày 2,Tuần 1,2.0,11:00,Deal gom 5 người,Tăng kèo gom nhóm 5 người: set Ban Mai ăn sáng,Tăng số lượng,DEAL_GOM,"[GOM NHÓM GIÁ TỐT] Tăng kèo gom nhóm 5 người: set Ban Mai ăn sáng
• Gom nhóm: [3/5/10] người
• Giá lẻ: [giá lẻ] → đủ nhóm còn: [giá gom]/người
• Hiện có: [đã có]/[mục tiêu] người
• Chốt gom lúc: [giờ/ngày]
Comment ""GOM + số lượng + tòa/khu"" để giữ suất.","Tạo poster Zalo 1:1 cho nhóm ""Mua gom giá tốt"", chủ đề ""Tăng kèo gom nhóm 5 người: set Ban Mai ăn sáng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Bảng deal gom,,Chưa đăng
Ngày 2,Tuần 1,3.0,13:30,So sánh giá gom,So sánh giá lẻ vs giá gom nhóm 3/5/10: set Ban Mai ăn sáng,Tạo lý do rủ thêm,COMPARISON,"[SO SÁNH TIẾT KIỆM] So sánh giá lẻ vs giá gom nhóm 3/5/10: set Ban Mai ăn sáng
• Mua lẻ: [giá]
• Mua theo gói/gom/thẻ: [giá]
• Tiết kiệm dự kiến: [số tiền/%]
Kết luận: phù hợp với [tệp khách]. Comment ""TÍNH"" để admin tính giúp.","Tạo poster Zalo 1:1 cho ""So sánh giá lẻ vs giá gom nhóm 3/5/10: set Ban Mai ăn sáng"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Bảng giá,,Chưa đăng
Ngày 2,Tuần 1,4.0,15:00,Deal gom 10 người,Kèo gom lớn nhóm 10 người: set Ban Mai ăn sáng,Tạo đơn lớn,DEAL_GOM,"[GOM NHÓM GIÁ TỐT] Kèo gom lớn nhóm 10 người: set Ban Mai ăn sáng
• Gom nhóm: [3/5/10] người
• Giá lẻ: [giá lẻ] → đủ nhóm còn: [giá gom]/người
• Hiện có: [đã có]/[mục tiêu] người
• Chốt gom lúc: [giờ/ngày]
Comment ""GOM + số lượng + tòa/khu"" để giữ suất.","Tạo poster Zalo 1:1 cho nhóm ""Mua gom giá tốt"", chủ đề ""Kèo gom lớn nhóm 10 người: set Ban Mai ăn sáng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Bảng deal gom,,Chưa đăng
Ngày 2,Tuần 1,5.0,19:30,Nhắc chốt + feedback,Chốt gom cuối ngày còn thiếu người để chốt: set Ban Mai ăn sáng,Hoàn tất nhóm gom,REMINDER,"[NHẮC CHỐT] Chốt gom cuối ngày còn thiếu người để chốt: set Ban Mai ăn sáng
Còn [số lượng/suất] trước giờ chốt [giờ].
Ai đã đặt kiểm tra lại: [tên/số lượng/khu].
Ai muốn thêm comment ""THÊM + số lượng"" trước [giờ].","Tạo poster Zalo 1:1 cho ""Chốt gom cuối ngày còn thiếu người để chốt: set Ban Mai ăn sáng"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách gom,,Chưa đăng
