DAILY OPS & REVENUE TRACKER
Nhập số vận hành hằng ngày; doanh thu/cost/lợi nhuận gộp tự tính theo biến số ở Offer Pricing. Có thể đổi cột Ngày theo ngày launch thực tế.

Ngày,Thứ,Thẻ Giọt Lành,Thẻ Ban Mai,Chai Mộc Mè,Chai Lạc Hương,Chai Mộc Đậu,Tổng chai,Set Ban Mai,DT thẻ,DT sữa,DT Ban Mai,Tổng DT,Cost sữa,Cost Ban Mai,HH Leader,LN gộp ước tính,Hàng dư/hủy,Đúng giờ %,Khiếu nại,Ghi chú
46160.0,Thứ 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46161.0,Thứ 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46162.0,Thứ 4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46163.0,Thứ 5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46164.0,Thứ 6,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46165.0,Thứ 7,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46166.0,CN,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46167.0,Thứ 2,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46168.0,Thứ 3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46169.0,Thứ 4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46170.0,Thứ 5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46171.0,Thứ 6,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46172.0,Thứ 7,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46173.0,CN,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46174.0,Thứ 2,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46175.0,Thứ 3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46176.0,Thứ 4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46177.0,Thứ 5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46178.0,Thứ 6,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46179.0,Thứ 7,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46180.0,CN,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46181.0,Thứ 2,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46182.0,Thứ 3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46183.0,Thứ 4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46184.0,Thứ 5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46185.0,Thứ 6,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46186.0,Thứ 7,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46187.0,CN,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46188.0,Thứ 2,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
46189.0,Thứ 3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.9,0.0
