"GIFT / EVENT PIPELINE – Theo dõi tặng quà, sự kiện, tasting và chuyển đổi thành leader/đối tác"
"Dùng để đo hiệu quả mô hình tặng quà trước: số set tặng, cost, phản hồi, mã được cấp, doanh thu, ROI và conversion."
Campaign ID,Ngày,Tên hoạt động,Loại hoạt động,Đối tượng mục tiêu,Set quà,Số lượng quà,Chi phí/set,Tổng cost quà,Phụ trách,Đối tác/CTV liên quan,Số phản hồi,Phản hồi tích cực,Số mã cấp,Thẻ GL,Thẻ BM,Set BM,Doanh thu ghi nhận,Hoa hồng/chi phí trả,Lãi trước chi phí khác,Tỷ lệ phản hồi,Tỷ lệ cấp mã,ROI gift/event,Trạng thái,Ghi chú
G001,46162.0,Tasting Lotus Yoga,Sự kiện tasting,Wellness/Yoga,Set Ban Mai,30.0,35000.0,1050000,Sales,P001,24.0,18.0,12.0,10.0,3.0,20.0,3937000,500000.0,2387000,0.8,0.5,2.273333333,Đang chạy,Pilot event đầu tiên
G002,46163.0,Gift HR ABC,Tặng quà trực tiếp,Văn phòng/HR,Bộ Giọt Lành An Nhiên,50.0,18000.0,900000,Leader Manager,P002,35.0,25.0,18.0,15.0,4.0,25.0,5481000,500000.0,4081000,0.7,0.5142857143,4.534444444,Đang chạy,Tệp văn phòng tốt
G003,46164.0,Sample Bloom Spa,Gửi quà cá nhân,Spa/Beauty,Sample 3 vị,10.0,18000.0,180000,Marketing,P003,2.0,1.0,0.0,0.0,0.0,0.0,0,500000.0,-680000,0.2,0,-3.777777778,Đang chạy,Cần follow-up
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
,,,,,,,,,,,,,,,,,,500000.0,,0,0,0,Đang chạy
