DANH SÁCH ĐỐI TÁC LIÊN KẾT – Partner / Đại lý / Điểm gom
"Nhập thông tin đối tác từ cột A:R và U:Z/AG:AI. Các cột S:T, AA:AF tự tính điểm, level, doanh thu, hoa hồng, thưởng và tiến độ."
Partner ID,Ngày liên hệ,Tên đối tác,Loại đối tác,Người liên hệ,SĐT/Zalo,Khu vực,Nguồn liên hệ,Tệp khách chính,Hình thức tiếp cận,Set quà/Sự kiện,Ngày gửi quà/sự kiện,Feedback/cảm nhận,Trạng thái cảm xúc,Level hiện tại,Điểm tiềm năng,Điểm fit/uy tín,Điểm bán/group order,Tổng điểm,Level gợi ý,Target thẻ GL,Target thẻ BM,Target set BM,Thẻ GL bán,Thẻ BM bán,Set BM bán,Doanh thu ghi nhận,Hoa hồng tạm tính,Bonus tạm tính,Tổng payout,Tiến độ thẻ,Tiến độ set,Follow-up kế tiếp,Owner,Ghi chú
P001,46160.0,Lotus Yoga Studio,Yoga/Pilates/Gym,Chị An,090xxx001,Q.1,Mối quan hệ,Wellness/Yoga,Sự kiện,Set Ban Mai,46162.0,Ấn tượng với Set Ban Mai,Đã thử,Đối tác thử nghiệm,5.0,5.0,4.0,14,Đối tác chiến lược,20.0,5.0,80.0,12.0,3.0,35.0,5235000,0,100000,100000,0.6,0.4375,46164.0,Sales,Hẹn tasting tại studio
P002,46161.0,HR ABC Office,Văn phòng/HR,Anh Minh,090xxx002,Q.3,Referral từ nội bộ,Văn phòng/HR,Tặng quà trực tiếp,Bộ Giọt Lành An Nhiên,46163.0,Đội nhóm muốn thử bữa sáng,Quan tâm,Điểm gom,4.0,4.0,5.0,13,Đối tác chiến lược,30.0,10.0,100.0,18.0,4.0,42.0,7098000,0,300000,300000,0.55,0.42,46165.0,Leader Manager,Có thể mở điểm gom sáng
P003,46162.0,Bloom Spa,Spa/Salon,Chị Ly,090xxx003,Q.7,Cold outreach,Spa/Beauty,Gửi quà,Sample 3 vị,46164.0,Chưa phản hồi,Đã nhận quà,Theo dõi,3.0,4.0,2.0,9,Điểm gom,10.0,3.0,20.0,2.0,0.0,0.0,398000,0,0,0,0.1538461538,0,46167.0,Marketing,Follow-up sau 48h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
