LEADER / B2B2C CANVAS
"Quản trị mạng lưới Leader, chính sách hoa hồng và tracker doanh số"

Nhóm Leader,Lý do phù hợp,Sản phẩm nên bán,Cách kích hoạt
Giáo viên yoga/pilates/gym,Có cộng đồng quan tâm sức khỏe,"Giọt Lành, Ban Mai, ginger shot","Tasting sau buổi tập, QR mở thẻ"
Admin/HR văn phòng,Có nhóm đặt bữa sáng,"Ban Mai, group order",Điểm gom đơn buổi sáng
Chủ spa/salon,Tệp nữ thích chăm sóc bản thân,"Giọt Lành, Ban Mai",Đặt sample/voucher tại quầy
KOC lifestyle địa phương,Tạo niềm tin gần gũi,Cả 2 thẻ,Review 7 ngày dùng sữa
Chủ shop beauty/thời trang,"Có khách nữ, dễ gắn lifestyle",Giọt Lành,Quà tặng khách thân thiết
Cộng đồng mẹ/bếp sạch,Quan tâm nguyên liệu và bữa sáng,"Ban Mai, sữa hạt",Nội dung minh bạch nguyên liệu


Sản phẩm,Giá bán,Hoa hồng Leader,Ghi chú
Thẻ Giọt Lành An Nhiên,199000.0,50000.0,Giữ dưới 25% giá thẻ nếu có thể
Thẻ Ban Mai,249000.0,60000.0,Ưu tiên leader có group order
Đơn Ban Mai nhóm,60000.0,5000.0,Nếu Leader gom đơn theo điểm
Mốc 20 thẻ/tuần,,500000.0,Bonus tùy budget
Mốc 50 thẻ/tháng,,1500000.0,Bonus cho Leader mạnh




Mã Leader,Tên/Đối tác,Nhóm,Kênh chính,Thẻ Giọt Lành,Thẻ Ban Mai,Doanh thu thẻ,Hoa hồng,Trạng thái,Ghi chú
L01,,,,0.0,0.0,0,0,Chưa bắt đầu
L02,,,,0.0,0.0,0,0,Chưa bắt đầu
L03,,,,0.0,0.0,0,0,Chưa bắt đầu
L04,,,,0.0,0.0,0,0,Chưa bắt đầu
L05,,,,0.0,0.0,0,0,Chưa bắt đầu
L06,,,,0.0,0.0,0,0,Chưa bắt đầu
L07,,,,0.0,0.0,0,0,Chưa bắt đầu
L08,,,,0.0,0.0,0,0,Chưa bắt đầu
L09,,,,0.0,0.0,0,0,Chưa bắt đầu
L10,,,,0.0,0.0,0,0,Chưa bắt đầu
L11,,,,0.0,0.0,0,0,Chưa bắt đầu
L12,,,,0.0,0.0,0,0,Chưa bắt đầu
L13,,,,0.0,0.0,0,0,Chưa bắt đầu
L14,,,,0.0,0.0,0,0,Chưa bắt đầu
L15,,,,0.0,0.0,0,0,Chưa bắt đầu
L16,,,,0.0,0.0,0,0,Chưa bắt đầu
L17,,,,0.0,0.0,0,0,Chưa bắt đầu
L18,,,,0.0,0.0,0,0,Chưa bắt đầu
L19,,,,0.0,0.0,0,0,Chưa bắt đầu
L20,,,,0.0,0.0,0,0,Chưa bắt đầu
L21,,,,0.0,0.0,0,0,Chưa bắt đầu
L22,,,,0.0,0.0,0,0,Chưa bắt đầu
L23,,,,0.0,0.0,0,0,Chưa bắt đầu
L24,,,,0.0,0.0,0,0,Chưa bắt đầu
L25,,,,0.0,0.0,0,0,Chưa bắt đầu
L26,,,,0.0,0.0,0,0,Chưa bắt đầu
L27,,,,0.0,0.0,0,0,Chưa bắt đầu
L28,,,,0.0,0.0,0,0,Chưa bắt đầu
L29,,,,0.0,0.0,0,0,Chưa bắt đầu
L30,,,,0.0,0.0,0,0,Chưa bắt đầu
